time,timestamp,recordtime,lat,long,alt,speed,course,verticalAccuracy,horizontalAccuracy,locTimeStamp,accelerationX,accelerationY,accelerationZ,HeadingX,HeadingY,HeadingZ,TrueHeading,MagneticHeading,HeadingAccuracy,RotationX,RotationY,RotationZ,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,DeviceOrientation
2014-02-24 18:17:07.728,52,5.2,43.61225,3.912267,18.15092,4.596756,166.2583,9.5,5,1393262227,0.3058624,-0.3893738,-0.9193573,-25.12851,-32.039,-24.88499,46.29922,45.59098,26,-0.0122833,0.0474293,-0.009966081,-0.02654423,0.2783879,0.3737317,-0.04152008,-0.01269535,-0.04957043,0.02556605,-0.007786934,-0.02462531,3
2014-02-24 18:17:07.827,53,5.3,43.61225,3.912267,18.15092,4.596756,166.2583,9.5,5,1393262227,0.2898407,-0.3851776,-0.9380951,-24.85406,-31.87651,-24.94137,46.42321,45.71497,26,0.003413107,0.05124135,0.02651363,-0.02718326,0.2798001,0.3733206,-0.02834223,0.03758764,-0.01239793,0.0487206,-0.02466444,-0.02444659,3
2014-02-24 18:17:07.922,54,5.4,43.61225,3.912267,18.15092,4.596756,166.2583,9.5,5,1393262227,0.2802887,-0.3629913,-0.9354401,-26.06164,-31.98484,-24.26482,46.58834,45.88009,26,0.02423264,0.05376363,0.03842009,-0.02679165,0.2804635,0.3730983,-0.0126458,0.04139971,0.02408179,0.04226049,-0.02883871,-0.03921843,3
2014-02-24 18:17:08.021,55,5.5,43.61225,3.912267,18.15092,4.596756,166.2583,9.5,5,1393262227,0.27005,-0.3576965,-0.9229126,-25.12851,-32.79727,-23.30638,46.6317,45.92345,26,0.02187893,-0.0142828,0.03554228,-0.02621474,0.2812555,0.3731367,0.008169782,0.04392597,0.03598616,0.02300109,-0.005487577,-0.04271692,3
2014-02-24 18:17:08.126,56,5.6,43.61225,3.912267,18.15092,4.596756,166.2583,9.5,5,1393262227,0.2726593,-0.3514862,-0.8868408,-26.06163,-33.39305,-23.13725,46.64379,45.93554,26,-0.008728244,-0.04863331,0.02150609,-0.02574101,0.2810706,0.3733833,0.005816156,-0.02412042,0.03310835,0.01591302,0.003927873,-0.03608746,3
2014-02-24 18:17:08.246,57,5.7,43.61225,3.912267,18.15092,4.596756,166.2583,9.5,5,1393262227,0.2706909,-0.3573456,-0.8751221,-25.51274,-32.20149,-23.81379,46.65465,45.9464,26,-0.05547604,-0.05579642,0.02112712,-0.02524904,0.2799849,0.3733976,-0.02479099,-0.05847091,0.01907217,0.01275064,0.007084442,-0.02807638,3
2014-02-24 18:17:08.466,58,5.8,43.61225,3.912267,18.15092,4.596756,166.2583,9.5,5,1393262227,0.2788849,-0.3586578,-0.8925781,-25.84207,-32.09317,-23.92653,46.85028,46.14203,26,-0.08616764,-0.03346208,0.008882974,-0.02470567,0.2789148,0.3722292,-0.07154484,-0.0656309,0.01869076,0.01620046,0.01220663,0.008679355,3
2014-02-24 18:17:08.650,59,5.9,43.61219,3.912283,20.16177,5.524989,166.8988,9.5,5,1393262228,0.2813416,-0.3718262,-0.9129333,-25.45785,-32.90559,-23.53188,46.82867,46.12043,26,-0.006252037,0.04533126,0.005362275,-0.02370584,0.278345,0.3678963,-0.02232194,0.03550791,0.002922465,0.01966759,-0.003017554,-0.008100547,3
2014-02-24 18:17:08.761,60,6,43.61219,3.912283,20.16177,5.524989,166.8988,9.5,5,1393262228,0.2593994,-0.3686066,-0.9453888,-25.84208,-32.30981,-22.34792,46.74824,46.03999,26,-0.02115642,0.0261075,0.02534983,-0.02370584,0.278345,0.3678963,-0.02232194,0.03550791,0.002922465,0.01966759,-0.003017554,-0.008100547,3
2014-02-24 18:17:08.865,61,6.1,43.61219,3.912283,20.16177,5.524989,166.8988,9.5,5,1393262228,0.2510681,-0.3573761,-0.9387512,-21.89001,-31.22657,-22.12241,46.52909,45.82085,26,0.08073027,0.02713362,0.05564595,-0.01961897,0.2771712,0.3676766,0.0646527,0.01730806,0.05320476,-0.01322103,0.001202434,-0.05104393,3
